f_code,coc,nam,laa,pop,ypc,adm_code,salb,soc
FA001,JPN,Fukuoka Ken,Soeda Machi,"10898","2014","40602",UNK,JPN
FA001,JPN,Fukuoka Ken,Itoda Machi,"9599","2014","40604",UNK,JPN
FA001,JPN,Fukuoka Ken,Kawasaki Machi,"18642","2014","40605",UNK,JPN
FA001,JPN,Fukuoka Ken,Oto Machi,"5537","2014","40608",UNK,JPN
FA001,JPN,Fukuoka Ken,Akamura,"3373","2014","40609",UNK,JPN
FA001,JPN,Fukuoka Ken,Fukuchi Machi,"24452","2014","40610",UNK,JPN
FA001,JPN,Fukuoka Ken,Kanda Machi,"36178","2014","40621",UNK,JPN
FA001,JPN,Fukuoka Ken,Kanda Machi,"-89999999","2014","40621",UNK,JPN
FA001,JPN,Fukuoka Ken,Miyako Machi,"21228","2014","40625",UNK,JPN
FA001,JPN,Fukuoka Ken,Yoshitomi Machi,"7018","2014","40642",UNK,JPN
FA001,JPN,Fukuoka Ken,Koge Machi,"7976","2014","40646",UNK,JPN
FA001,JPN,Fukuoka Ken,Chikujo Machi,"19882","2014","40647",UNK,JPN
FA001,JPN,Saga Ken,Saga Shi,"236274","2014","41201",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"-89999999","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"-89999999","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"-89999999","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"-89999999","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"-89999999","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"128740","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"-89999999","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"-89999999","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"-89999999","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Karatsu Shi,"-89999999","2014","41202",UNK,JPN
FA001,JPN,Saga Ken,Tosu Shi,"71675","2014","41203",UNK,JPN
FA001,JPN,Saga Ken,Taku Shi,"20882","2014","41204",UNK,JPN
FA001,JPN,Saga Ken,Imari Shi,"57315","2014","41205",UNK,JPN
FA001,JPN,Saga Ken,Imari Shi,"-89999999","2014","41205",UNK,JPN
FA001,JPN,Saga Ken,Takeo Shi,"50690","2014","41206",UNK,JPN
FA001,JPN,Saga Ken,Kashima Shi,"31154","2014","41207",UNK,JPN
FA001,JPN,Saga Ken,Ogi Shi,"46115","2014","41208",UNK,JPN
FA001,JPN,Saga Ken,Ureshino Shi,"28013","2014","41209",UNK,JPN
FA001,JPN,Saga Ken,Kanzaki Shi,"33005","2014","41210",UNK,JPN
FA001,JPN,Saga Ken,Yoshinogari Cho,"16311","2014","41327",UNK,JPN
FA001,JPN,Saga Ken,Kiyama Cho,"17638","2014","41341",UNK,JPN
FA001,JPN,Saga Ken,Kamimine Cho,"9613","2014","41345",UNK,JPN
FA001,JPN,Saga Ken,Miyaki Cho,"25801","2014","41346",UNK,JPN
FA001,JPN,Saga Ken,Genkai Cho,"6260","2014","41387",UNK,JPN
FA001,JPN,Saga Ken,Arita Cho,"21078","2014","41401",UNK,JPN
FA001,JPN,Saga Ken,Omachi Cho,"7147","2014","41423",UNK,JPN
FA001,JPN,Saga Ken,Kohoku Machi,"9696","2014","41424",UNK,JPN
FA001,JPN,Saga Ken,Shiroishi Cho,"25135","2014","41425",UNK,JPN
FA001,JPN,Saga Ken,Tara Cho,"9743","2014","41441",UNK,JPN
FA001,JPN,Saga Ken,Tara Cho,"-89999999","2014","41441",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"439318","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagasaki Shi,"-89999999","2014","42201",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"262093","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Sasebo Shi,"-89999999","2014","42202",UNK,JPN
FA001,JPN,Nagasaki Ken,Shimabara Shi,"47935","2014","42203",UNK,JPN
FA001,JPN,Nagasaki Ken,Shimabara Shi,"-89999999","2014","42203",UNK,JPN
FA001,JPN,Nagasaki Ken,Isahaya Shi,"141011","2014","42204",UNK,JPN
FA001,JPN,Nagasaki Ken,Isahaya Shi,"-89999999","2014","42204",UNK,JPN
FA001,JPN,Nagasaki Ken,Isahaya Shi,"-89999999","2014","42204",UNK,JPN
FA001,JPN,Nagasaki Ken,Isahaya Shi,"-89999999","2014","42204",UNK,JPN
FA001,JPN,Nagasaki Ken,Omura Shi,"94002","2014","42205",UNK,JPN
FA001,JPN,Nagasaki Ken,Omura Shi,"-89999999","2014","42205",UNK,JPN
FA001,JPN,Nagasaki Ken,Omura Shi,"-89999999","2014","42205",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"34478","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Hirado Shi,"-89999999","2014","42207",UNK,JPN
FA001,JPN,Nagasaki Ken,Matsuura Shi,"-89999999","2014","42208",UNK,JPN
FA001,JPN,Nagasaki Ken,Matsuura Shi,"-89999999","2014","42208",UNK,JPN
FA001,JPN,Nagasaki Ken,Matsuura Shi,"-89999999","2014","42208",UNK,JPN
FA001,JPN,Nagasaki Ken,Matsuura Shi,"-89999999","2014","42208",UNK,JPN
FA001,JPN,Nagasaki Ken,Matsuura Shi,"-89999999","2014","42208",UNK,JPN
FA001,JPN,Nagasaki Ken,Matsuura Shi,"-89999999","2014","42208",UNK,JPN
FA001,JPN,Nagasaki Ken,Matsuura Shi,"24710","2014","42208",UNK,JPN
FA001,JPN,Nagasaki Ken,Matsuura Shi,"-89999999","2014","42208",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"33683","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Tsushima Shi,"-89999999","2014","42209",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"29004","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Iki Shi,"-89999999","2014","42210",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"40395","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Goto Shi,"-89999999","2014","42211",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"30518","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Saikai Shi,"-89999999","2014","42212",UNK,JPN
FA001,JPN,Nagasaki Ken,Unzen Shi,"47234","2014","42213",UNK,JPN
FA001,JPN,Nagasaki Ken,Unzen Shi,"-89999999","2014","42213",UNK,JPN
FA001,JPN,Nagasaki Ken,Minamishimabara Shi,"50444","2014","42214",UNK,JPN
FA001,JPN,Nagasaki Ken,Nagayo Cho,"42508","2014","42307",UNK,JPN
FA001,JPN,Nagasaki Ken,Togitsu Cho,"-89999999","2014","42308",UNK,JPN
FA001,JPN,Nagasaki Ken,Togitsu Cho,"-89999999","2014","42308",UNK,JPN
FA001,JPN,Nagasaki Ken,Togitsu Cho,"30576","2014","42308",UNK,JPN
FA001,JPN,Nagasaki Ken,Togitsu Cho,"-89999999","2014","42308",UNK,JPN
FA001,JPN,Nagasaki Ken,Higashisonogi Cho,"8670","2014","42321",UNK,JPN
FA001,JPN,Nagasaki Ken,Kawatana Cho,"14666","2014","42322",UNK,JPN
FA001,JPN,Nagasaki Ken,Kawatana Cho,"-89999999","2014","42322",UNK,JPN
FA001,JPN,Nagasaki Ken,Hasami Cho,"15231","2014","42323",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"2739","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Ojika Cho,"-89999999","2014","42383",UNK,JPN
FA001,JPN,Nagasaki Ken,Saza Cho,"13709","2014","42391",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"21609","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Nagasaki Ken,Shinkamigoto Cho,"-89999999","2014","42411",UNK,JPN
FA001,JPN,Kumamoto Ken,Kumamoto Shi,"734287","2014","43201",UNK,JPN
FA001,JPN,Kumamoto Ken,Yatsushiro Shi,"132418","2014","43202",UNK,JPN
FA001,JPN,Kumamoto Ken,Yatsushiro Shi,"-89999999","2014","43202",UNK,JPN
FA001,JPN,Kumamoto Ken,Hitoyoshi Shi,"34911","2014","43203",UNK,JPN
FA001,JPN,Kumamoto Ken,Arao Shi,"55257","2014","43204",UNK,JPN
FA001,JPN,Kumamoto Ken,Minamata Shi,"26729","2014","43205",UNK,JPN
FA001,JPN,Kumamoto Ken,Minamata Shi,"-89999999","2014","43205",UNK,JPN
FA001,JPN,Kumamoto Ken,Tamana Shi,"69252","2014","43206",UNK,JPN
FA001,JPN,Kumamoto Ken,Yamaga Shi,"55565","2014","43208",UNK,JPN
FA001,JPN,Kumamoto Ken,Kikuchi Shi,"50801","2014","43210",UNK,JPN
FA001,JPN,Kumamoto Ken,Uto Shi,"38065","2014","43211",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"30322","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Kamiamakusa Shi,"-89999999","2014","43212",UNK,JPN
FA001,JPN,Kumamoto Ken,Uki Shi,"61967","2014","43213",UNK,JPN
FA001,JPN,Kumamoto Ken,Uki Shi,"-89999999","2014","43213",UNK,JPN
FA001,JPN,Kumamoto Ken,Uki Shi,"-89999999","2014","43213",UNK,JPN
FA001,JPN,Kumamoto Ken,Aso Shi,"28169","2014","43214",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"-89999999","2014","43215",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"88559","2014","43215",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"-89999999","2014","43215",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"-89999999","2014","43215",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"-89999999","2014","43215",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"-89999999","2014","43215",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"-89999999","2014","43215",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"-89999999","2014","43215",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"-89999999","2014","43215",UNK,JPN
FA001,JPN,Kumamoto Ken,Amakusa Shi,"-89999999","2014","43215",UNK,JPN
